featureid	CR0118-D02	CR0119-D03	CR097-A1	CR098-A2	CR099-A3	CR1-A1	CR10-A10	CR100-A4	CR101-A5	CR102-A6	CR103-A7	CR104-A8	CR105-A9	CR106-A10	CR107-A11	CR108-A12	CR109-B1	CR11-A11	CR110-B2	CR111-B3	CR112-B4	CR113-B5	CR115-B7	CR116-B8	CR117-D01	CR12-A12	CR120-D04	CR121-D05	CR122-D06	CR123-D07	CR124-D08	CR125-D09	CR126-D10	CR127-D11	CR128-D12	CR129-E01	CR13-B1	CR130-E02	CR131-E03	CR132-E04	CR133-E05	CR134-E06	CR135-E07	CR136-E08	CR137-E09	CR138-E10	CR139-E11	CR14-B2	CR140-E12	CR141-F01	CR142-F02	CR15-B3	CR16-B4	CR17-B5	CR18-B6	CR19-B7	CR2-A2	CR20-B8	CR21-B9	CR22-B10	CR23-B11	CR24-B12	CR25-C1	CR26-C2	CR27-C3	CR28-C4	CR29-C5	CR3-A3	CR30-C6	CR31-C7	CR32-C8	CR33-C9	CR34-C10	CR35-C11	CR36-C12	CR37-D1	CR38-D2	CR39-D3	CR4-A4	CR40-D4	CR41-D5	CR42-D6	CR43-D7	CR44-D8	CR45-D9	CR46-D10	CR47-D11	CR48-D12	CR49-E1	CR5-A5	CR50-E2	CR51-E3	CR52-E4	CR53-E5	CR54-E6	CR55-E7	CR56-E8	CR57-E9	CR58-E10	CR59-E11	CR6-A6	CR60-E12	CR61-F1	CR62-F2	CR63-F3	CR64-F4	CR65-F5	CR66-F6	CR67-F7	CR68-F8	CR69-F9	CR7-A7	CR70-F10	CR71-F11	CR72-F12	CR73-G1	CR74-G2	CR75-G3	CR76-G4	CR78-G6	CR8-A8	CR80-G8	CR81-G9	CR82-G10	CR83-G11	CR84-G12	CR85-H1	CR86-H2	CR87-H3	CR88-H4	CR89-H5	CR9-A9	CR90-H6	CR91-H7	CR92-H8	CR93-H9	CR94-H10	CR95-H11	CR96-H12	Fe-BAL-1	Fe-BAL-10	Fe-BAL-11	Fe-BAL-2	Fe-BAL-3	Fe-BAL-4	Fe-BAL-5	Fe-BAL-6	Fe-BAL-7	Fe-BAL-8	Fe-BAL-9	Fe-BAL-Annie	Fe-BAL-Fluffy	Taxon
bc9b798229ad864ba6575d4dda8796c3	0	0	0	13	514	9	135	93	204	20	1218	218	71	9	0	4	0	0	0	0	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	41	0	0	0	0	0	0	12	0	0	0	0	0	0	57	0	0	26	0	0	0	0	0	29	82	0	0	60	0	0	16	0	0	26	0	0	0	19	0	0	37	20	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Johnsonella;D_6__uncultured bacterium
9ca16919b367f73d91ecf1b3d61d801e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	61	0	60	56	0	116	33	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	54	40	0	0	214	18	0	214	0	0	0	0	0	0	232	0	0	35	0	0	220	0	0	0	115	0	0	119	0	0	103	0	0	138	0	0	0	0	0	0	133	0	0	179	0	0	0	115	0	0	14	0	0	0	0	0	0	222	0	0	0	0	0	0	97	13	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Blautia
777eb9f0c79ed0fc4a186373ded72b8b	0	0	0	112	464	12	47	178	63	16	701	100	226	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	79	0	0	0	19	0	0	8	0	0	0	0	0	0	10	0	0	21	0	0	4	0	0	200	44	0	0	73	0	0	53	0	0	28	0	0	0	70	0	0	50	0	0	0	0	0	0	3	0	0	0	0	0	31	0	0	0	36	0	0	7	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	77	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Filifactor;Ambiguous_taxa
06f825b512d903b9230e1a55d87359ee	5	12	29	24	30	0	16	14	6	0	0	26	0	11	0	0	0	0	0	0	0	0	0	0	24	9	5	0	13	0	4	0	29	2	0	9	0	11	175	0	0	0	0	2	5	0	5	0	0	3	20	0	16	0	0	0	0	22	0	6	0	26	93	0	19	186	0	0	0	111	0	0	143	0	97	77	0	45	21	61	7	90	19	0	0	117	14	8	0	0	0	0	0	0	0	11	0	0	0	0	8	0	248	0	7	0	0	10	0	0	0	97	0	0	6	82	16	0	12	0	0	0	0	93	95	0	127	18	0	42	0	0	0	13	138	0	0	0	46	21	14	11	12	27	14	59	19	11	29	60	25	0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus
621492842a9298d79db8d956f546cd46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	40	30	81	65	119	229	91	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	110	0	0	90	55	0	0	34	0	0	46	0	0	0	0	0	0	40	0	0	16	0	0	209	0	0	0	17	0	0	39	0	0	45	0	0	18	86	0	0	56	0	0	101	0	0	77	0	0	0	204	0	0	88	0	0	196	0	0	0	35	0	0	100	0	0	0	39	131	0	0	27	0	0	18	0	0	38	0	0	0	58	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptococcaceae;D_5__Peptococcus;D_6__uncultured bacterium
419af6db3c0709d63ffc1933ab11b24c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	15	446	37	6	7	21	189	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	36	0	0	74	394	0	0	65	5	0	23	0	0	0	0	0	0	33	0	0	50	0	0	52	0	0	0	55	0	0	9	0	0	100	0	0	12	64	0	0	6	0	0	0	0	0	138	0	0	0	57	0	0	184	0	0	250	0	0	0	4	0	0	0	0	0	0	8	22	0	0	36	0	0	15	0	0	14	0	0	0	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Faecalicoccus
38a7c42a1441b783b06d2c87b86e090d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	768	0	0	101	0	0	0	0	0	258	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Peptostreptococcus
4e1f74b1eb0c2fcc567cc0024c47b0b4	0	0	0	0	0	7	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	36	0	0	0	0	0	0	89	0	0	0	0	0	0	10	0	0	0	0	0	9	0	0	338	177	0	0	122	0	0	13	0	0	392	0	0	0	50	0	0	182	0	0	9	0	0	0	0	0	0	0	0	0	86	0	0	0	58	0	0	28	0	0	0	0	0	0	0	65	0	0	0	0	0	23	0	0	0	169	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__uncultured Eubacteriaceae bacterium;D_6__uncultured Eubacteriaceae bacterium
8644b5221bb5f95079c61ca576e21ecd	0	0	0	72	49	0	192	65	24	22	125	108	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	251	0	0	0	7	0	0	20	0	0	0	0	0	0	11	0	0	19	0	0	7	0	0	98	131	0	0	125	0	0	56	0	0	269	0	0	0	87	0	0	62	0	0	7	0	0	0	21	0	0	0	0	0	146	0	0	0	107	0	0	5	0	0	93	0	0	0	0	53	0	0	0	0	0	15	0	0	0	313	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__uncultured;D_6__uncultured bacterium
e8623cf5403f851a520a8d2c149d8a5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	75	3	393	48	22	126	16	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	331	0	0	25	63	0	0	776	45	0	120	0	0	0	0	0	0	33	0	0	0	0	0	34	0	0	0	10	0	0	49	0	0	0	0	0	75	14	0	0	10	0	0	17	0	0	6	0	0	0	270	0	0	16	0	0	8	0	0	0	7	0	0	10	0	0	0	48	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__uncultured;D_6__unidentified
48d6e0badb90f052133ee4b44ec77c1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	136	130	42	99	41	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	25	0	0	101	14	0	0	186	8	0	42	0	0	0	0	0	0	49	0	0	18	0	0	218	0	0	0	25	0	0	0	0	0	24	0	0	47	0	0	0	6	0	0	170	0	0	546	0	0	0	84	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	13	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae NK4A136 group;D_6__uncultured organism
ed732549a31d8f2063cfec330ae7ae68	0	0	62	220	97	0	132	123	80	37	83	124	137	19	201	0	0	0	0	0	0	0	3	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	180	0	0	0	21	0	0	32	0	0	0	0	0	0	18	0	0	59	0	0	12	0	0	112	95	0	0	178	0	0	74	0	0	110	0	0	0	76	0	0	81	0	0	17	0	0	0	0	0	0	0	0	0	55	0	0	0	48	0	0	36	0	0	80	0	0	0	0	30	0	0	0	0	0	0	0	0	0	115	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Capnocytophaga;D_6__Capnocytophaga canimorsus
54f09df2413227c4a9679ae8dd20a057	0	0	13	105	0	0	39	65	49	0	80	0	12	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	69	0	0	0	0	0	88	365	0	0	806	0	0	58	0	0	96	0	0	0	141	0	0	53	0	0	0	0	0	0	22	0	0	0	0	0	66	0	0	0	55	0	0	31	0	0	68	0	0	0	0	17	0	0	0	0	0	0	0	0	0	64	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae
61665f81ccbd007735174f37ccb83818	0	0	0	44	74	31	327	76	55	48	113	217	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	81	0	0	0	28	0	0	48	0	0	0	0	0	0	44	0	0	113	0	0	14	0	0	99	103	0	0	168	0	0	51	0	0	147	0	0	0	100	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	45	0	0	0	0	0	53	0	0	0	0	59	0	0	0	0	0	0	0	0	0	236	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae;D_5__Porphyromonas;D_6__Porphyromonas sp. canine oral taxon 341
2d556022c0db21a2f063312690d4d14b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	177	0	168	530	598	87	109	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	110	0	0	193	0	0	0	11	0	0	12	0	0	0	0	0	0	72	0	0	6	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	18	0	0	0	7	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae;D_5__Megasphaera;Ambiguous_taxa
dd89b6b0d150507b6b1003205bdc9081	0	0	0	56	0	0	131	89	14	7	81	27	46	0	6	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	108	0	0	0	0	0	0	184	0	0	0	0	0	0	6	0	0	29	0	0	11	0	0	62	162	0	0	188	0	0	37	0	0	480	0	0	0	56	0	0	65	0	0	0	0	0	0	29	0	0	0	0	0	152	0	0	0	88	0	0	13	0	0	94	0	0	0	0	16	0	0	0	0	0	12	0	0	0	320	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__uncultured
9c4d4b6d306824a963a9ea03bf5ed140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae;D_5__Escherichia-Shigella
bf611493002f5918a68778bde2def567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides
26e22cb9bb5163d1a9f4e418d710e8c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	12	43	30	44	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	81	0	0	0	0	0	0	2009	70	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Alloprevotella;D_6__uncultured organism
e536a6dde9cb272d0e8c8ebbdd922685	0	0	10	33	71	0	58	38	0	0	151	0	100	0	674	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	31	0	0	25	0	0	0	0	0	0	13	0	0	47	0	0	5	0	0	73	137	0	0	42	0	0	32	0	0	164	0	0	0	0	0	0	104	0	0	0	0	0	0	12	0	0	0	0	0	65	0	0	0	9	0	0	44	0	0	18	0	0	0	0	29	0	0	6	0	0	8	0	0	0	174	0	4	263	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter
d94ce73933957bf4240497422a1e18ab	0	0	0	35	39	0	65	65	19	17	251	41	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	381	0	0	0	4	0	0	29	0	0	0	0	0	0	6	0	0	60	0	0	13	0	0	34	85	0	0	158	0	0	13	0	0	170	0	0	0	78	0	0	41	0	0	20	0	0	0	12	0	0	0	0	0	102	0	0	0	46	0	0	39	0	0	44	0	0	0	0	15	0	0	5	0	0	31	0	0	0	314	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Acetitomaculum;D_6__uncultured bacterium
6adaf6a65ccd1ad7aa08cdd3345bbaa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	22	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	155	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	508	0	3	0	0	0	1058	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Gallicola;Ambiguous_taxa
a9d18d084b730b7e66f2ec12f973360a	0	0	0	0	0	0	0	88	43	0	295	60	63	0	295	0	0	0	0	0	0	0	0	0	0	0	0	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Frederiksenia;Ambiguous_taxa
5c68ef2fd4b94cf4e302d4c8e2ef1fe1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	54	48	12	82	47	120	58	64	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	115	0	0	247	93	0	0	0	0	0	46	0	0	0	0	0	0	307	0	0	76	0	0	240	0	0	0	98	0	0	152	0	0	0	0	0	41	27	0	0	0	0	0	0	0	0	172	0	0	0	22	0	0	26	0	0	44	0	0	0	0	0	0	6	0	0	0	72	0	0	0	0	0	0	8	0	0	24	0	0	0	20	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__Mogibacterium;D_6__uncultured bacterium
88f513b4721d77f072c33f0cd485460a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	171	0	412	214	66	286	14	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	31	0	0	235	35	0	0	90	0	0	23	0	0	0	0	0	0	149	0	0	0	0	0	8	0	0	0	11	0	0	135	0	0	0	0	0	7	0	0	0	79	0	0	18	0	0	20	0	0	0	16	0	0	10	0	0	18	0	0	0	13	0	0	0	0	0	0	136	6	0	0	0	0	0	0	0	0	16	0	0	0	58	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Succinivibrionaceae;D_5__Succinivibrio;D_6__uncultured bacterium
6ba3be3c677f139c882f4a10e3f7e332	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	290	124	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	324	0	0	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Peptostreptococcus
2828cbbe163e824e587b01c4196e6e93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	12	110	56	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Peptoniphilus
74c296f134c8dfd0e914a79b2f593cd7	0	0	137	146	342	0	215	59	13	29	324	86	171	17	22	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	19	0	0	38	92	0	0	124	0	0	57	0	0	68	0	0	0	48	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	37	0	0	9	0	0	19	0	0	0	0	30	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__uncultured;Ambiguous_taxa
f8fc58af54bbc64a02e179de79c7ae6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	788	0	0	0	0	0	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Dielma;D_6__uncultured bacterium
c939ee112ba982665e012437dae05c1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae
3c37f715d7d4d7c088bf7f33b3a28a1f	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	564	6	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	115	0	0	7	0	0	150	434	0	0	304	0	0	346	0	0	24	0	0	0	72	0	0	7	0	0	0	0	0	0	27	0	0	0	0	0	38	0	0	0	53	0	0	13	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	17	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Arenimonas;D_6__Xanthomonadaceae bacterium feline oral taxon 091
